person,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,in_frame_sample,group,contact_traced_covid_cases
7832,1951,Stayed the Same,Increased,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,CEBA,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
7833,2019,Increased,Decreased,Decreased,Stayed the Same,Decreased,Rent expenses,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,No,"NA",Yes,1,2,4
7838,1929,Stayed the Same,Decreased,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Loan from Family or Friends,"NA",No,6 months to less than 12 months,Yes,West Asian,No,Yes,Yes,"NA",Yes,1,2,1
7839,1984,Stayed the Same,Increased,Decreased,Increased,Increased,"NA",None of the Above,Waiting for approval or submitting application,Yes,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
7854,1915,Stayed the Same,Stayed the Same,Increased,Increased,Increased,Maintaining sufficient cash flow or managing debt,CERS,"NA",Don't Know,Don't Know,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,2
7855,1949,Stayed the Same,Increased,Decreased,Decreased,Decreased,Shortage of labour force,Other,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,2,2
7864,2020,Decreased,Stayed the Same,Decreased,Decreased,Stayed the Same,Government regulations,CEWS,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,6
7865,1910,Decreased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,CECRA,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
7867,2017,Decreased,Increased,Decreased,Decreased,Decreased,Supply chain challenges,CERS,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
7868,1905,Stayed the Same,Decreased,Decreased,Stayed the Same,Decreased,Government regulations,CECRA,"NA",Don't Know,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
7869,2017,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Cost of insurance,None of the Above,Did not meet eligibility requirements,No,3 months to less than 6 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,5
7870,1916,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Government regulations,Loan from Family or Friends,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
7874,1986,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Rent expenses,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
7890,2020,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Increasing competition,CEWS,"NA",Don't Know,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,0
7895,1936,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Government regulations,Regional Relief and Recovery Fund,"NA",Don't Know,Less than 1 month,Yes,Latin American,No,Yes,Yes,"NA",Yes,1,2,2
7913,1969,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of insurance,None of the Above,Did not meet eligibility requirements,No,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,4
7916,1968,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Other,CECRA,"NA",Don't Know,Less than 1 month,Yes,Chinese,No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,1
7917,1953,Increased,Stayed the Same,Decreased,Increased,Decreased,Increasing competition,Regional Relief and Recovery Fund,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
7919,1914,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Shortage of labour force,Loan from Family or Friends,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,South Asian,No,No,"NA","NA",Yes,1,2,3
7922,1925,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Supply chain challenges,Loan from Family or Friends,"NA",Don't Know,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
7923,1994,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Decreased,Cost of delivery and take out,CEBA,"NA",Yes,12 months or more,Yes,Arab,No,No,"NA","NA",Yes,1,2,4
7929,1995,Decreased,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,Other,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
7932,1934,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Decreased,High speed internet,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
7940,1996,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Supply chain challenges,CEWS,"NA",No,Less than 1 month,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,2
7941,1919,Stayed the Same,Increased,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Other,"NA",No,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,1
7944,1922,Increased,Decreased,Decreased,Increased,Decreased,Government regulations,"Provincial, Territorial or Municipal Government Programs","NA",No,3 months to less than 6 months,Yes,Chinese,No,No,"NA","NA",Yes,1,2,5
7945,1931,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Rent expenses,Regional Relief and Recovery Fund,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
7949,1930,Increased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Temporary 10% Wage Subsidy,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,2,1
7951,2017,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Other,Regional Relief and Recovery Fund,"NA",Don't Know,6 months to less than 12 months,Yes,Black,Yes,Yes,Yes,"NA",Yes,1,2,4
7953,1923,Increased,Stayed the Same,Decreased,Stayed the Same,Increased,Cost of delivery and take out,Loan from Family or Friends,"NA",Yes,Not considering permanent closure or bankrupcy,Yes,Latin American,Yes,No,"NA","NA",Yes,1,2,7
7954,1918,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Shortage of labour force,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
7955,1929,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Decreased,Increasing competition,None of the Above,Lack of awareness,Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
7958,1971,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Government regulations,Loan from Family or Friends,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,"No, but our business used to use it",I don't trust these platforms,Yes,1,2,2
7959,2005,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Government regulations,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",No,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
7960,1983,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,CEWS,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
7963,1966,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Recruiting and training skilled employees,Regional Relief and Recovery Fund,"NA",No,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
7967,2000,Decreased,Stayed the Same,Stayed the Same,Increased,Decreased,Rent expenses,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,1 month to less than 3 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
7969,1920,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Increasing competition,Other,"NA",Don't Know,3 months to less than 6 months,Yes,Multiple Visible Minority,Yes,Yes,Yes,"NA",Yes,1,2,2
7970,2016,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Stayed the Same,"NA",Other,"NA",Don't Know,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
7982,1910,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Stayed the Same,Supply chain challenges,CEWS,"NA",No,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,3
7984,2015,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Increased,Supply chain challenges,CECRA,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
7985,2010,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Insufficent and/or fluctuating customer demand,CECRA,"NA",Yes,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,3
7990,1996,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of delivery and take out,Temporary 10% Wage Subsidy,"NA",Yes,Less than 1 month,Yes,Chinese,No,No,"NA","NA",Yes,1,2,2
7995,1938,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Supply chain challenges,CECRA,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
7996,2009,Stayed the Same,Decreased,Decreased,Increased,Increased,Government regulations,Temporary 10% Wage Subsidy,"NA",No,Less than 1 month,Yes,Arab,No,Yes,Yes,"NA",Yes,1,2,4
8013,2004,Stayed the Same,Stayed the Same,Decreased,Increased,Stayed the Same,Insufficent and/or fluctuating customer demand,CECRA,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
8024,1925,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Cost of delivery and take out,CEWS,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,No,"NA","NA",Yes,1,2,3
8035,1974,Stayed the Same,Decreased,Decreased,Decreased,Decreased,Insufficent and/or fluctuating customer demand,Temporary 10% Wage Subsidy,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
8040,1980,Stayed the Same,Stayed the Same,Decreased,Decreased,Decreased,Supply chain challenges,CEBA,"NA",Yes,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
8043,1909,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Rising cost of inputs,Loan from Family or Friends,"NA",No,6 months to less than 12 months,Yes,Multiple Visible Minority,No,No,"NA","NA",Yes,1,2,3
8046,2013,Decreased,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Shortage of labour force,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Not considering permanent closure or bankrupcy,Yes,Chinese,Yes,Yes,Yes,"NA",Yes,1,2,2
8047,1951,Stayed the Same,Decreased,Stayed the Same,Stayed the Same,Decreased,Insufficent and/or fluctuating customer demand,None of the Above,Waiting for approval or submitting application,Don't Know,6 months to less than 12 months,No,"NA",No,No,"NA","NA",Yes,1,2,3
8054,2012,Increased,Stayed the Same,Decreased,Stayed the Same,Decreased,Recruiting and training skilled employees,CEWS,"NA",No,1 month to less than 3 months,No,"NA",No,No,"NA","NA",Yes,1,2,4
8055,1998,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Shortage of space and equipment,Financial Institution (Term Loan or Line-of-Credit,"NA",No,1 month to less than 3 months,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,2,5
8056,1987,Stayed the Same,Decreased,Decreased,Increased,Decreased,Shortage of space and equipment,Regional Relief and Recovery Fund,"NA",No,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
8065,2009,Stayed the Same,Decreased,Decreased,Increased,Stayed the Same,Supply chain challenges,Regional Relief and Recovery Fund,"NA",No,6 months to less than 12 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,6
8073,1937,Stayed the Same,Stayed the Same,Stayed the Same,Stayed the Same,Decreased,Other,Other,"NA",Yes,12 months or more,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
8076,2018,Stayed the Same,Increased,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,CEWS,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,1
8083,1903,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Supply chain challenges,Regional Relief and Recovery Fund,"NA",Don't Know,1 month to less than 3 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,1
8085,1965,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Rising cost of inputs,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,Less than 1 month,Yes,South Asian,Yes,No,"NA","NA",Yes,1,2,5
8086,1959,Decreased,Stayed the Same,Decreased,Decreased,Decreased,Government regulations,CEWS,"NA",Don't Know,Not considering permanent closure or bankrupcy,Yes,Multiple Visible Minority,No,Yes,Yes,"NA",Yes,1,2,2
8095,1927,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Recruiting and training skilled employees,Temporary 10% Wage Subsidy,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
8097,1950,Increased,Decreased,Stayed the Same,Increased,Stayed the Same,Rent expenses,CEWS,"NA",Don't Know,6 months to less than 12 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,1
8098,1920,Increased,Stayed the Same,Increased,Increased,Decreased,Shortage of space and equipment,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,1 month to less than 3 months,Yes,Black,Yes,Yes,Yes,"NA",Yes,1,2,4
8101,1933,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,Shortage of space and equipment,"Provincial, Territorial or Municipal Government Programs","NA",No,Don't Know,Yes,Korean,No,Yes,Yes,"NA",Yes,1,2,5
8103,1929,Stayed the Same,Decreased,Increased,Increased,Decreased,Government regulations,CEWS,"NA",No,Not considering permanent closure or bankrupcy,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,3
8106,1948,Stayed the Same,Increased,Decreased,Increased,Stayed the Same,Maintaining sufficient cash flow or managing debt,Other,"NA",Yes,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,5
8110,1924,Decreased,Decreased,Stayed the Same,Increased,Decreased,Shortage of space and equipment,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,12 months or more,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,0
8113,2011,Decreased,Decreased,Decreased,Increased,Decreased,Other,CECRA,"NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,6
8117,1910,Stayed the Same,Decreased,Decreased,Increased,Decreased,Government regulations,Regional Relief and Recovery Fund,"NA",Don't Know,6 months to less than 12 months,Yes,Black,No,Yes,Yes,"NA",Yes,1,2,3
8119,1964,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Shortage of space and equipment,Regional Relief and Recovery Fund,"NA",No,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
8122,1995,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Rent expenses,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Yes,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,2,3
8126,1945,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Rent expenses,"Provincial, Territorial or Municipal Government Programs","NA",No,3 months to less than 6 months,Yes,South Asian,No,Yes,Yes,"NA",Yes,1,2,2
8133,1940,Stayed the Same,Increased,Decreased,Stayed the Same,Decreased,Cost of insurance,CERS,"NA",No,Less than 1 month,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,5
8135,1968,Stayed the Same,Stayed the Same,Decreased,Decreased,Increased,Rent expenses,Temporary 10% Wage Subsidy,"NA",Yes,1 month to less than 3 months,Yes,Chinese,No,Yes,Yes,"NA",Yes,1,2,8
8136,1968,Stayed the Same,Stayed the Same,Increased,Increased,Decreased,Increasing competition,Other,"NA",No,Not considering permanent closure or bankrupcy,Yes,Japanese,No,No,"NA","NA",Yes,1,2,5
8137,1968,Decreased,Decreased,Decreased,Increased,Increased,Increasing competition,CEBA,"NA",Yes,1 month to less than 3 months,Yes,Black,No,Yes,"No, but our business used to use it",I don't understand how these platforms work,Yes,1,2,2
8138,1906,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Shortage of space and equipment,"Provincial, Territorial or Municipal Government Programs","NA",Yes,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,4
8145,1924,Stayed the Same,Decreased,Decreased,Stayed the Same,Increased,Other,CEWS,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,2,4
8151,1925,Increased,Decreased,Stayed the Same,Increased,Decreased,High speed internet,Loan from Family or Friends,"NA",No,6 months to less than 12 months,No,"NA",Yes,Yes,Yes,"NA",Yes,1,2,4
8156,1946,Increased,Stayed the Same,Decreased,Increased,Decreased,Government regulations,Financial Institution (Term Loan or Line-of-Credit,"NA",Yes,Don't Know,Yes,South Asian,Yes,Yes,Yes,"NA",Yes,1,2,2
8158,1951,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Stayed the Same,Supply chain challenges,Temporary 10% Wage Subsidy,"NA",Yes,Don't Know,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
8167,1938,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Cost of delivery and take out,"Provincial, Territorial or Municipal Government Programs","NA",No,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,0
8171,1981,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Recruiting and training skilled employees,Other,"NA",No,12 months or more,No,"NA",No,No,"NA","NA",Yes,1,2,3
8174,1910,Stayed the Same,Increased,Increased,Stayed the Same,Decreased,Shortage of space and equipment,CEBA,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
8181,1957,Increased,Stayed the Same,Decreased,Increased,Decreased,Maintaining sufficient cash flow or managing debt,Loan from Family or Friends,"NA",Don't Know,Not considering permanent closure or bankrupcy,No,"NA",No,No,"NA","NA",Yes,1,2,3
8183,1987,Stayed the Same,Stayed the Same,Stayed the Same,Increased,Decreased,Other,Financial Institution (Term Loan or Line-of-Credit,"NA",Don't Know,1 month to less than 3 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
8186,2009,Stayed the Same,Stayed the Same,Decreased,Increased,Increased,Other,CERS,"NA",No,6 months to less than 12 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
8190,1993,Stayed the Same,Stayed the Same,Decreased,Stayed the Same,Decreased,Cost of delivery and take out,"Provincial, Territorial or Municipal Government Programs","NA",No,6 months to less than 12 months,No,"NA",No,Yes,"No, but our business used to use it",Commission fees too high,Yes,1,2,8
8192,2015,Increased,Stayed the Same,Decreased,Increased,Stayed the Same,Other,"Provincial, Territorial or Municipal Government Programs","NA",No,Less than 1 month,No,"NA",No,Yes,Yes,"NA",Yes,1,2,3
8194,1933,Stayed the Same,Stayed the Same,Decreased,Increased,Decreased,High speed internet,Financial Institution (Term Loan or Line-of-Credit,"NA",No,Less than 1 month,No,"NA",No,No,"NA","NA",Yes,1,2,3
8196,2006,Stayed the Same,Stayed the Same,Decreased,Decreased,Increased,Maintaining sufficient cash flow or managing debt,Grant or Loan Funding from Philanthropic or Mutual-Aid Sources,"NA",Don't Know,3 months to less than 6 months,No,"NA",No,Yes,Yes,"NA",Yes,1,2,2
